"id","average_wind_speed","gust_wind_speed","wind_direction","rainfall","temperature","humidity","light","uvi","station_name","timestamp"
289,0,0,71,36,21,30,39,0,b4,2022-02-14 13:43:33.20922+01
290,0,0,71,36,21,30,39,0,b4,2022-02-14 13:49:09.214998+01
291,0,0,71,36,21,30,39,0,b4,2022-02-14 13:49:25.17005+01
292,0,0,3,36,21,30,109,5,b0,2022-02-14 13:52:05.232047+01
293,0,0,24,72,21,30,21,0,b4,2022-02-14 13:54:29.226516+01
294,0,0,236,126,21,31,18,0,b0,2022-02-14 13:56:21.23808+01
295,0,0,37,126,21,31,14,0,b4,2022-02-14 13:56:53.237046+01
296,0,0,95,126,21,31,23,0,b4,2022-02-14 14:01:09.243396+01
297,0,0,7,27,21,30,41,0,b4,2022-02-14 14:08:37.263121+01
298,7,10,20,108,21,30,128,7,b4,2022-02-14 14:16:53.730862+01
299,7,10,92,42,21,31,121,6,b4,2022-02-14 14:25:57.412222+01
300,7,10,78,117,21,31,120,4,b4,2022-02-14 14:27:33.399313+01
301,9,10,98,207,21,31,118,7,b4,2022-02-14 14:28:53.255342+01
302,1,7,99,177,21,31,117,6,b4,2022-02-14 14:34:45.313513+01
303,2,3,97,252,21,31,122,2,b4,2022-02-14 14:39:49.324176+01
304,1,3,92,252,21,31,119,6,b4,2022-02-14 14:43:33.333789+01
305,20,23,71,252,21,31,105,6,b4,2022-02-14 14:46:29.346739+01
306,0,0,84,9,21,31,0,0,bc,2022-02-14 14:52:53.354531+01
307,0,0,83,9,20,31,0,0,bc,2022-02-14 14:56:05.461674+01
308,13,13,62,78,21,32,96,0,b0,2022-02-14 15:06:13.383956+01
309,0,0,241,0,21,32,5,0,b0,2022-02-14 15:38:15.330366+01
310,0,0,241,0,21,31,5,0,b0,2022-02-14 15:42:15.176459+01
311,0,0,241,0,21,31,4,0,b0,2022-02-14 15:44:23.220873+01
312,0,0,241,0,21,32,4,0,b0,2022-02-14 15:48:39.225927+01
313,0,0,241,0,21,31,3,0,b0,2022-02-14 15:51:35.23923+01
314,0,0,241,0,21,30,3,0,b0,2022-02-14 15:55:19.207028+01
315,0,0,241,0,21,31,3,0,b0,2022-02-14 15:59:03.24762+01
316,0,0,241,0,21,32,3,0,b0,2022-02-14 16:03:51.261174+01
317,0,0,241,0,21,32,3,0,b0,2022-02-14 16:04:39.267779+01
318,21,26,24,0,21,33,2,0,b0,2022-02-14 16:12:07.287248+01
319,12,17,25,0,21,32,2,0,b0,2022-02-14 16:32:39.328469+01
320,0,0,61,0,21,31,1,0,b4,2022-02-14 17:07:51.504479+01
321,0,0,60,0,21,31,0,0,b4,2022-02-14 17:11:03.373463+01
322,0,0,61,0,21,31,1,0,b4,2022-02-14 17:14:00.480694+01
323,0,0,61,0,21,31,0,0,b4,2022-02-14 17:14:47.369121+01
324,0,0,60,0,21,31,1,0,b4,2022-02-14 17:15:35.472717+01
325,0,0,1,0,21,31,0,0,b4,2022-02-14 19:30:31.72083+01
326,0,0,1,0,21,30,0,0,b4,2022-02-14 20:02:31.886572+01
327,0,0,1,0,21,30,0,0,b4,2022-02-14 20:02:47.78823+01
328,0,0,1,0,21,30,0,0,b4,2022-02-14 20:23:36.630744+01
329,0,0,1,0,20,32,0,0,b4,2022-02-15 00:27:52.373162+01
330,0,0,1,0,20,32,0,0,b4,2022-02-15 00:54:16.514233+01
331,0,0,1,0,20,32,0,0,b4,2022-02-15 00:56:08.421404+01
332,0,0,1,0,20,32,0,0,b4,2022-02-15 02:02:00.569959+01
333,28,58,241,304,98,18,254,61,fb,2022-02-15 03:18:29.766682+01
334,0,0,1,0,20,32,0,0,b4,2022-02-15 03:50:00.774012+01
335,0,0,1,0,20,32,0,0,b4,2022-02-15 03:55:36.776697+01
336,0,0,1,0,20,31,0,0,b4,2022-02-15 06:03:37.097056+01
337,0,0,1,0,20,31,0,0,b4,2022-02-15 06:19:53.133467+01
338,0,0,1,0,20,31,0,0,b4,2022-02-15 06:52:09.21068+01
339,0,0,1,0,20,31,0,0,b4,2022-02-15 07:15:05.268656+01
340,0,0,1,0,20,31,0,0,b4,2022-02-15 07:21:29.270154+01
341,0,0,1,0,20,31,176,1,b4,2022-02-15 07:31:37.294654+01
342,0,0,1,0,20,30,142,6,b4,2022-02-15 08:07:37.472293+01
343,0,0,1,0,20,30,6,0,b4,2022-02-15 08:15:53.390356+01
344,7,10,28,0,20,30,11,0,b0,2022-02-15 08:43:37.515674+01
345,0,3,22,0,20,30,12,0,b0,2022-02-15 08:51:37.465524+01
346,0,0,38,0,20,31,15,0,b0,2022-02-15 08:56:09.461716+01
347,0,3,35,0,20,31,17,0,b0,2022-02-15 08:57:45.439417+01
348,0,3,26,0,20,31,22,0,b0,2022-02-15 09:04:25.470905+01
349,0,3,28,0,20,31,20,0,b0,2022-02-15 09:10:49.514377+01
350,4,10,34,0,21,31,18,0,b0,2022-02-15 09:16:57.528739+01
351,0,3,38,0,21,31,19,0,b0,2022-02-15 09:22:17.498202+01
352,0,3,29,0,20,31,22,0,b0,2022-02-15 09:23:53.491484+01
353,0,0,29,0,21,31,20,0,b0,2022-02-15 09:28:57.726711+01
354,0,0,30,0,21,32,18,0,b0,2022-02-15 09:30:49.559363+01
355,0,0,29,0,21,31,20,0,b0,2022-02-15 09:33:13.669602+01
356,0,0,29,0,21,31,19,0,b0,2022-02-15 09:36:57.522587+01
357,0,0,29,0,21,31,19,0,b0,2022-02-15 09:39:53.578742+01
358,0,0,209,0,21,31,23,0,b0,2022-02-15 10:00:09.870023+01
359,0,0,209,0,21,31,24,0,b0,2022-02-15 10:03:05.622139+01
360,0,0,209,0,20,31,26,0,b0,2022-02-15 10:16:25.653247+01
361,0,0,209,0,21,32,26,0,b0,2022-02-15 10:25:13.678565+01
362,0,0,209,0,20,32,24,0,b0,2022-02-15 10:32:41.697122+01
363,0,0,209,0,20,32,26,0,b0,2022-02-15 10:46:33.712602+01
364,0,0,209,0,20,32,27,0,b0,2022-02-15 10:48:41.821884+01
365,0,0,209,0,20,32,28,0,b0,2022-02-15 10:50:17.730163+01
366,0,0,209,0,20,32,28,0,b0,2022-02-15 10:52:57.731165+01
367,0,0,107,3,21,31,21,0,b0,2022-02-15 14:21:14.963738+01
368,0,0,107,3,21,31,21,0,b0,2022-02-15 14:21:46.177489+01
369,0,0,221,3,21,30,19,0,b0,2022-02-15 14:31:38.202512+01
370,0,0,92,3,21,30,228,5,b4,2022-02-15 14:38:02.325443+01
371,0,0,89,3,21,30,228,3,b4,2022-02-15 14:43:54.238966+01
372,0,0,90,3,21,30,227,1,b4,2022-02-15 14:47:51.017379+01
373,0,0,8,3,21,30,217,4,b0,2022-02-15 14:49:46.289127+01
374,0,0,8,3,21,29,222,3,b0,2022-02-15 14:57:30.249819+01
375,0,0,8,3,21,29,225,0,b0,2022-02-15 15:15:09.123288+01
376,0,0,4,3,21,29,227,9,b0,2022-02-15 15:20:59.406608+01
377,0,0,5,3,21,29,228,5,b0,2022-02-15 15:23:54.330416+01
378,0,0,5,3,21,28,229,0,b0,2022-02-15 15:26:34.439867+01
379,0,0,5,3,21,28,229,8,b0,2022-02-15 15:27:57.32628+01
380,0,0,6,3,21,28,225,6,b0,2022-02-15 15:35:22.427388+01
381,0,0,116,3,21,27,225,7,b0,2022-02-15 15:38:02.470612+01
382,0,0,116,3,21,27,224,5,b0,2022-02-15 15:39:54.310244+01
383,0,0,116,3,21,27,224,5,b0,2022-02-15 15:40:26.368557+01
384,0,0,116,3,21,27,223,5,b0,2022-02-15 15:44:10.418884+01
385,0,0,116,3,21,27,221,4,b0,2022-02-15 15:51:54.388627+01
386,0,0,116,3,21,26,221,4,b0,2022-02-15 15:55:38.387344+01
387,0,0,116,3,21,26,220,4,b0,2022-02-15 15:58:18.356664+01
388,0,0,116,3,21,26,219,5,b0,2022-02-15 16:03:06.406348+01
389,0,0,116,3,21,26,219,2,b0,2022-02-15 16:04:42.409824+01
390,0,0,116,3,21,26,219,5,b0,2022-02-15 16:09:46.420688+01
391,0,0,116,3,21,25,217,4,b0,2022-02-15 16:15:25.624013+01
392,0,0,116,3,21,25,217,4,b0,2022-02-15 16:16:26.395999+01
393,0,0,116,3,21,25,216,3,b0,2022-02-15 16:18:34.623984+01
394,0,0,116,3,21,25,215,5,b0,2022-02-15 16:20:58.56853+01
395,0,0,116,3,20,25,213,4,b0,2022-02-15 16:24:42.46137+01
396,0,0,116,3,20,25,213,5,b0,2022-02-15 16:26:02.474167+01
397,0,0,116,3,20,25,212,6,b0,2022-02-15 16:29:46.469128+01
398,0,0,116,3,20,25,208,7,b0,2022-02-15 16:41:46.507638+01
399,0,0,102,3,20,25,2,0,b0,2022-02-15 16:46:02.457128+01
400,0,0,102,3,20,25,2,0,b0,2022-02-15 16:46:18.500067+01
401,0,0,102,3,20,25,2,0,b0,2022-02-15 16:48:26.49853+01
402,0,0,102,3,20,25,2,0,b0,2022-02-15 16:48:42.47204+01
403,0,0,102,3,20,25,2,0,b0,2022-02-15 16:48:58.497434+01
404,0,0,102,3,20,25,1,0,b0,2022-02-15 16:52:10.618591+01
405,0,0,102,3,20,25,0,0,b0,2022-02-15 17:00:42.538339+01
406,0,0,103,3,20,24,0,0,b0,2022-02-15 17:12:42.560634+01
407,0,0,102,3,20,24,0,0,b0,2022-02-15 17:14:02.618056+01
408,0,0,102,3,20,24,0,0,b0,2022-02-15 17:19:54.53584+01
409,0,0,102,3,20,24,0,0,b0,2022-02-15 17:23:54.579426+01
410,0,0,103,3,20,24,0,0,b0,2022-02-15 17:29:46.683005+01
411,0,0,102,3,20,24,0,0,b0,2022-02-15 17:34:34.60947+01
412,0,0,102,3,20,24,0,0,b0,2022-02-15 17:38:18.718058+01
413,0,0,102,3,20,24,0,0,b0,2022-02-15 17:42:18.620295+01
414,0,0,103,3,20,24,0,0,b0,2022-02-15 17:47:38.624573+01
415,0,0,102,3,20,24,0,0,b0,2022-02-15 17:49:46.64087+01
416,0,0,102,3,20,24,0,0,b0,2022-02-15 17:51:06.635694+01
417,0,0,102,3,20,24,0,0,b0,2022-02-15 18:02:02.634595+01
418,0,0,102,3,20,24,0,0,b0,2022-02-15 18:02:50.645819+01
419,0,0,102,3,20,24,0,0,b0,2022-02-15 18:09:14.655967+01
420,0,0,103,3,20,24,0,0,b0,2022-02-15 18:18:02.688183+01
421,0,0,103,3,20,24,0,0,b0,2022-02-15 18:18:18.671065+01
422,0,0,102,3,20,24,0,0,b0,2022-02-15 18:18:50.805079+01
423,0,0,102,3,20,24,0,0,b0,2022-02-15 18:22:18.808038+01
424,0,0,102,3,20,24,0,0,b0,2022-02-15 18:24:58.675679+01
425,0,0,102,3,20,24,0,0,b0,2022-02-15 18:26:34.716279+01
426,0,0,103,3,20,24,0,0,b0,2022-02-15 18:28:26.694784+01
427,0,0,102,3,20,24,0,0,b0,2022-02-15 18:28:58.721033+01
428,0,0,102,3,20,24,0,0,b0,2022-02-15 18:33:14.736696+01
429,0,0,102,3,20,24,0,0,b0,2022-02-15 18:35:06.736647+01
430,0,0,102,3,20,24,0,0,b0,2022-02-15 18:37:30.742751+01
431,0,0,102,3,20,24,0,0,b0,2022-02-15 18:40:58.839534+01
432,0,0,103,3,20,24,0,0,b0,2022-02-15 18:42:34.80916+01
433,0,0,102,3,20,24,0,0,b0,2022-02-15 18:44:10.756981+01
434,0,0,102,3,20,24,0,0,b0,2022-02-15 18:44:42.751136+01
435,0,0,102,3,20,25,0,0,b0,2022-02-15 19:01:14.805323+01
436,0,0,102,3,20,25,0,0,b0,2022-02-15 19:06:50.811147+01
437,0,0,102,3,20,25,0,0,b0,2022-02-15 19:08:42.906208+01
438,0,0,102,3,20,25,0,0,b0,2022-02-15 19:11:06.817376+01
439,0,0,102,3,20,25,0,0,b0,2022-02-15 19:13:46.818736+01
440,0,0,102,3,20,25,0,0,b0,2022-02-15 19:15:54.827889+01
441,0,0,102,3,20,25,0,0,b0,2022-02-15 19:16:42.827757+01
442,0,0,102,3,20,25,0,0,b0,2022-02-15 19:18:18.824819+01
443,0,0,102,3,20,25,0,0,b0,2022-02-15 19:31:22.848953+01
444,0,0,102,3,20,25,0,0,b0,2022-02-15 19:32:10.825873+01
445,0,0,102,3,20,25,0,0,b0,2022-02-15 19:42:34.86898+01
446,0,0,102,3,20,25,0,0,b0,2022-02-15 19:44:10.862142+01
447,0,0,103,3,20,25,0,0,b0,2022-02-15 19:49:30.876343+01
448,0,0,102,3,20,25,0,0,b0,2022-02-15 19:52:26.879755+01
449,0,0,102,3,20,25,0,0,b0,2022-02-15 19:52:42.966432+01
450,0,0,102,3,20,25,0,0,b0,2022-02-15 19:55:06.903967+01
451,0,0,102,3,20,25,0,0,b0,2022-02-15 19:56:58.880619+01
452,0,0,103,3,20,25,0,0,b0,2022-02-15 20:02:34.889527+01
453,0,0,102,3,20,25,0,0,b0,2022-02-15 20:11:39.053872+01
454,0,0,102,3,20,25,0,0,b0,2022-02-15 20:21:14.973214+01
455,0,0,102,3,20,25,0,0,b0,2022-02-15 20:22:35.061689+01
456,0,0,102,3,20,25,0,0,b0,2022-02-15 20:23:06.968599+01
457,0,0,102,3,20,25,0,0,b0,2022-02-15 20:23:22.980128+01
458,0,0,102,3,20,25,0,0,b0,2022-02-15 20:34:35.088671+01
459,0,0,103,3,20,25,0,0,b0,2022-02-15 20:38:51.006742+01
460,0,0,102,3,20,25,0,0,b0,2022-02-15 20:44:42.988896+01
461,0,0,102,3,20,25,0,0,b0,2022-02-15 20:45:15.029193+01
462,0,0,102,3,20,25,0,0,b0,2022-02-15 20:54:51.046622+01
463,0,0,102,3,20,25,0,0,b0,2022-02-15 20:57:15.046477+01
464,0,0,102,3,20,25,0,0,b0,2022-02-15 20:59:07.052965+01
465,0,0,102,3,20,25,0,0,b0,2022-02-15 20:59:39.071051+01
466,0,0,102,3,20,25,0,0,b0,2022-02-15 21:01:31.063518+01
